directon,region,floor,house_price,zone,house_name,meters,xiaoqu,area 
南        ,小西天,高楼层（4层）,5790,1室1厅1卫,整租·新外大街3号院1室1厅南,27㎡,新外大街3号院,海淀
东        ,广安门,低楼层（26层）,4390,1室1厅1卫,整租·荣丰20081室1厅东,26㎡,荣丰2008,西城
西        ,新街口,中楼层（12层）,5790,1室1厅1卫,整租·五月华庭1室1厅西,33㎡,五月华庭,海淀
西        ,临河里,高楼层（27层）,3500,1室0厅1卫,整租·海棠湾一期1室0厅西,46㎡,海棠湾一期,通州
南        ,太阳宫,高楼层（18层）,5800,1室1厅1卫,整租·社科院1室1厅南,44㎡,社科院,朝阳
南        ,黄村中,高楼层（5层）,3100,2室1厅1卫,整租·黄村西里2室1厅南,58㎡,黄村西里,大兴
南 北        ,门头沟其它,高楼层（11层）,2600,2室1厅1卫,整租·石泉砖厂A6区2室1厅南/北,65㎡,石泉砖厂A6区,门头沟
东南        ,国展,低楼层（6层）,5990,1室1厅1卫,整租·通成达大厦1室1厅东南,40㎡,通成达大厦,朝阳
南 北        ,和义,低楼层（6层）,3600,1室1厅1卫,整租·南苑北里一区1室1厅南/北,53㎡,南苑北里一区,丰台
东        ,东关,低楼层（5层）,3400,2室1厅1卫,整租·东关南里小区2室1厅东,58㎡,东关南里小区,昌平
南 北        ,西三旗,中楼层（4层）,5100,2室0厅1卫,整租·建材城西路41号院2室0厅南/北,41㎡,建材城西路41号院,海淀
南        ,双榆树,低楼层（6层）,5500,1室1厅1卫,整租·双榆树北路1室1厅南,30㎡,双榆树北路,海淀
东        ,大兴其它,中楼层（6层）,2600,2室2厅1卫,整租·新凤小区2室2厅东,90㎡,新凤小区,大兴
西南        ,亚运村,低楼层（6层）,5990,1室1厅1卫,整租·博世祥园1室1厅西南,45㎡,博世祥园,朝阳
南 北        ,首都机场,高楼层（6层）,4200,2室1厅1卫,整租·南平里2室1厅南/北,58㎡,南平里,朝阳
北        ,百子湾,低楼层（14层）,7230,1室1厅1卫,整租·沿海赛洛城三期1室1厅北,66㎡,沿海赛洛城三期,朝阳
南 北        ,首都机场,低楼层（6层）,3200,2室1厅1卫,整租·西平街一里2室1厅南/北,67㎡,西平街一里,顺义
东        ,马坡,中楼层（14层）,3230,1室1厅1卫,整租·首开中晟广场1室1厅东,45㎡,首开中晟广场,顺义
南        ,长阳,高楼层（18层）,2700,1室1厅1卫,整租·天资华府1室1厅南,59㎡,天资华府,房山
西        ,常营,低楼层（27层）,5230,1室1厅1卫,整租·金隅丽景园1室1厅西,50㎡,金隅丽景园,朝阳
北        ,临河里,中楼层（12层）,2200,1室1厅1卫,整租·花涧溪1室1厅北,10㎡,花涧溪,通州
南        ,亦庄,低楼层（16层）,4230,1室1厅1卫,整租·国融国际1室1厅南,37㎡,国融国际,亦庄开发区
南        ,西北旺,高楼层（10层）,5000,1室1厅1卫,整租·芳怡园1室1厅南,58㎡,芳怡园,海淀
南 北        ,顺义城,低楼层（6层）,3300,2室1厅1卫,整租·双兴南区2室1厅南/北,68㎡,双兴南区,顺义
南        ,前门,高楼层（6层）,5200,1室0厅1卫,整租·台基厂三条1室0厅南,41㎡,台基厂三条,东城
南        ,临河里,中楼层（15层）,3400,1室1厅1卫,整租·金隅七零九零1室1厅南,71㎡,金隅七零九零,通州
北        ,梨园,中楼层（12层）,3300,1室0厅1卫,整租·当代名筑1室0厅北,43㎡,当代名筑,通州
北        ,花乡,高楼层（13层）,3990,1室1厅1卫,整租·银地家园1室1厅北,42㎡,银地家园,丰台
南 北        ,马驹桥,中楼层（6层）,3500,2室1厅1卫,整租·莲水怡园2室1厅南/北,60㎡,莲水怡园,亦庄开发区
南        ,卢沟桥,低楼层（6层）,4490,2室1厅1卫,整租·卢沟桥南里2室1厅南,57㎡,卢沟桥南里,丰台
东 北        ,大兴其它,低楼层（18层）,3400,1室1厅1卫,整租·南海家园四里1室1厅东/北,50㎡,南海家园四里,大兴
西南        ,右安门外,低楼层（18层）,4600,1室1厅1卫,整租·玉林里小区1室1厅西南,48㎡,玉林里小区,丰台
西南        ,望京,低楼层（14层）,6060,1室1厅1卫,整租·点击未来1室1厅西南,45㎡,点击未来,朝阳
东北        ,亦庄,低楼层（19层）,3200,1房间1卫,整租·锋创科技园1房间东北,49㎡,锋创科技园,亦庄开发区
西        ,公主坟,高楼层（6层）,4990,1室1厅1卫,整租·翠微南里1室1厅西,36㎡,翠微南里,海淀
南 北        ,顺义城,高楼层（6层）,2800,2室1厅1卫,整租·仓上小区2室1厅南/北,65㎡,仓上小区,顺义
北        ,常营,中楼层（17层）,5990,1室1厅2卫,整租·北京像素北区1室1厅北,41㎡,北京像素北区,朝阳
西        ,广安门,中楼层（26层）,4260,1室1厅1卫,整租·荣丰20081室1厅西,27㎡,荣丰2008,西城
东 西        ,大兴其它,低楼层（6层）,3000,2室1厅1卫,整租·福苑小区2室1厅东/西,65㎡,福苑小区,大兴
东        ,天宁寺,中楼层（6层）,5290,1室1厅1卫,整租·白菜湾四巷17号院1室1厅东,38㎡,白菜湾四巷17号院,西城
东 东南        ,大兴其它,中楼层（18层）,3000,1室1厅1卫,整租·南海家园五里1室1厅东/东南,49㎡,南海家园五里,大兴
南        ,双桥,高楼层（15层）,5930,2室1厅1卫,整租·远洋一方润园6号院2室1厅南,74㎡,远洋一方润园6号院,朝阳
南        ,百子湾,高楼层（22层）,5800,1室1厅1卫,整租·沿海赛洛城七期1室1厅南,52㎡,沿海赛洛城七期,朝阳
北        ,马连道,中楼层（20层）,4560,1室1厅1卫,整租·茶贸国际中心1室1厅北,34㎡,茶贸国际中心,西城
西        ,卢沟桥,中楼层（24层）,4090,1室1厅1卫,整租·晓月新城1室1厅西,60㎡,晓月新城,丰台
南        ,清河,低楼层（6层）,5790,1室1厅1卫,整租·宝盛里1室1厅南,56㎡,宝盛里,海淀
南 北        ,潞苑,中楼层（6层）,3600,3室1厅1卫,整租·疃里新村3室1厅南/北,105㎡,疃里新村,通州
北        ,定福庄,低楼层（18层）,5300,2室1厅1卫,整租·花园闸小区2室1厅北,63㎡,花园闸小区,朝阳
南 北        ,玉泉路,低楼层（6层）,6000,2室1厅1卫,整租·玉海园一里2室1厅南/北,61㎡,玉海园一里,海淀
南        ,酒仙桥,低楼层（16层）,5500,1室1厅1卫,整租·高家园四区1室1厅南,57㎡,高家园四区,朝阳
南        ,华威桥,低楼层（6层）,5190,1室1厅1卫,整租·双龙南里1室1厅南,40㎡,双龙南里,朝阳
东南        ,青塔,高楼层（18层）,4500,1室1厅1卫,整租·春园1室1厅东南,54㎡,春园,丰台
北        ,花乡,中楼层（13层）,3990,1室1厅1卫,整租·银地家园1室1厅北,38㎡,银地家园,丰台
南        ,定福庄,低楼层（6层）,4730,1室1厅1卫,整租·定福庄西街1室1厅南,39㎡,定福庄西街,朝阳
西        ,双桥,中楼层（15层）,5590,1室1厅1卫,整租·朝阳旺角1室1厅西,70㎡,朝阳旺角,朝阳
东 西        ,西红门,高楼层（16层）,4300,2室1厅1卫,整租·阳光星苑2室1厅东/西,72㎡,阳光星苑,丰台
南        ,西三旗,中楼层（6层）,5690,2室1厅1卫,整租·建材城东二里2室1厅南,73㎡,建材城东二里,海淀
北        ,亦庄,中楼层（16层）,3300,1房间1卫,整租·国融国际1房间北,33㎡,国融国际,亦庄开发区
南        ,南沙滩,低楼层（6层）,6090,1室1厅1卫,整租·南沙滩小区1室1厅南,38㎡,南沙滩小区,朝阳
南 北        ,天坛,中楼层（5层）,5500,2室1厅1卫,整租·永定门东街东里2室1厅南/北,50㎡,永定门东街东里,东城
北        ,石佛营,高楼层（28层）,5990,1室1厅1卫,整租·炫特嘉园一期1室1厅北,50㎡,炫特嘉园一期,朝阳
西        ,广渠门,高楼层（26层）,5830,1室1厅1卫,整租·冠城名敦道1室1厅西,41㎡,冠城名敦道,东城
南        ,海淀北部新区,低楼层（15层）,4530,1室1厅1卫,整租·友谊嘉园二期1室1厅南,45㎡,友谊嘉园二期,海淀
南        ,西三旗,高楼层（6层）,5490,1室1厅1卫,整租·建材城西二里1室1厅南,46㎡,建材城西二里,海淀
西        ,望京,高楼层（6层）,6030,1室1厅1卫,整租·南湖渠西里1室1厅西,35㎡,南湖渠西里,朝阳
南 北        ,天宁寺,高楼层（6层）,5300,2室1厅1卫,整租·天宁寺前街北里2室1厅南/北,50㎡,天宁寺前街北里,西城
南        ,海淀北部新区,低楼层（17层）,4790,1室1厅2卫,整租·绿地中央广场1室1厅南,47㎡,绿地中央广场,海淀
西 北        ,和义,中楼层（5层）,3800,2室1厅1卫,整租·和义东里四区2室1厅西/北,56㎡,和义东里四区,丰台
西        ,海淀北部新区,中楼层（9层）,4760,1室1厅1卫,整租·绿地中央广场1室1厅西,56㎡,绿地中央广场,海淀
西        ,马连洼,高楼层（8层）,5990,1室1厅1卫,整租·柳浪家园北里1室1厅西,48㎡,柳浪家园北里,海淀
东 西        ,鲁谷,低楼层（6层）,3800,1室1厅1卫,整租·七星园1室1厅东/西,34㎡,七星园,石景山
南        ,北苑,低楼层（28层）,5500,1室0厅1卫,整租·华贸城1室0厅南,55㎡,华贸城,朝阳
东        ,甘露园,高楼层（14层）,5200,1室0厅1卫,整租·朝阳无限1室0厅东,36㎡,朝阳无限,朝阳
南 北        ,顺义城,中楼层（6层）,3300,2室1厅1卫,整租·仓上小区2室1厅南/北,75㎡,仓上小区,顺义
东        ,黄村火车站,低楼层（6层）,3990,2室1厅1卫,整租·车站北里2室1厅东,58㎡,车站北里,大兴
南 北        ,劲松,中楼层（5层）,6100,2室1厅1卫,整租·农光里2室1厅南/北,65㎡,农光里,朝阳
北        ,西三旗,中楼层（15层）,5690,1室1厅1卫,整租·知本时代1室1厅北,43㎡,知本时代,海淀
西南        ,和平里,高楼层（6层）,6130,1室1厅1卫,整租·和平里五区1室1厅西南,41㎡,和平里五区,东城
南        ,五里店,中楼层（6层）,4660,2室1厅1卫,整租·程庄路3号院2室1厅南,55㎡,程庄路3号院,丰台
西        ,科技园区,高楼层（20层）,4700,1室0厅1卫,整租·中海御鑫阁1室0厅西,40㎡,中海御鑫阁,丰台
东        ,西北旺,低楼层（10层）,6000,1室1厅1卫,整租·芳怡园1室1厅东,50㎡,芳怡园,海淀
南 北        ,南口,中楼层（6层）,2500,1室1厅1卫,整租·南农家园1室1厅南/北,67㎡,南农家园,昌平
南        ,永定门,中楼层（6层）,5960,2室1厅1卫,整租·定安里2室1厅南,51㎡,定安里,东城
南        ,万达,高楼层（6层）,3600,1室1厅1卫,整租·天桥湾1室1厅复式南,91㎡,天桥湾,通州
南 北        ,石佛营,低楼层（6层）,6000,2室1厅1卫,整租·八里庄北里小区2室1厅南/北,63㎡,八里庄北里小区,朝阳
东        ,后沙峪,中楼层（13层）,3300,1房间1卫,整租·东亚创展国际1房间东,39㎡,东亚创展国际,顺义
南 北        ,垡头,高楼层（22层）,5700,2室2厅1卫,整租·双合家园2室2厅南/北,90㎡,双合家园,朝阳
南        ,公主坟,高楼层（6层）,5630,1室1厅1卫,整租·万方苑1室1厅南,45㎡,万方苑,海淀
东 西        ,古城,低楼层（6层）,4200,2室1厅1卫,整租·古城西路2室1厅东/西,51㎡,古城西路,石景山
南        ,首都机场,高楼层（4层）,3690,2室1厅1卫,整租·机场南路东里2室1厅南,34㎡,机场南路东里,朝阳
南 北        ,赵公口,高楼层（6层）,4600,2室1厅1卫,整租·大红门南里2室1厅南/北,52㎡,大红门南里,丰台
南        ,右安门内,高楼层（6层）,5560,1室1厅1卫,整租·信建里小区1室1厅南,46㎡,信建里小区,西城
南        ,常营,中楼层（23层）,5260,1室1厅1卫,整租·常楹公元自由派1室1厅南,39㎡,常楹公元自由派,朝阳
东        ,马驹桥,中楼层（14层）,3200,2室1厅1卫,整租·珠江逸景2室1厅东,53㎡,珠江逸景,通州
北        ,石佛营,中楼层（24层）,5690,1室1厅1卫,整租·酷特区1室1厅北,41㎡,酷特区,朝阳
南        ,花乡,中楼层（20层）,3700,1室0厅1卫,整租·天伦锦城1室0厅南,48㎡,天伦锦城,丰台
南        ,公主坟,中楼层（6层）,5500,1室1厅1卫,整租·翠微东里1室1厅南,46㎡,翠微东里,海淀
北        ,立水桥,低楼层（20层）,5000,2房间1卫,整租·明天第一城8号院2房间北,49㎡,明天第一城8号院,朝阳
南 北        ,劲松,高楼层（6层）,6000,2室1厅1卫,整租·农光东里2室1厅南/北,54㎡,农光东里,朝阳
南        ,北关,高楼层（6层）,3460,1室1厅1卫,整租·西潞苑小区1室1厅南,37㎡,西潞苑小区,通州
南 北        ,定福庄,低楼层（6层）,5200,2室1厅1卫,整租·三间房南里4号院2室1厅南/北,58㎡,三间房南里4号院,朝阳
南 北        ,天宫院南,中楼层（6层）,2000,2室2厅1卫,整租·隆盛园2室2厅南/北,83㎡,隆盛园,大兴
南        ,旧宫,高楼层（6层）,3500,2室1厅1卫,整租·万源北路9号院2室1厅南,65㎡,万源北路9号院,丰台
东        ,清河,低楼层（30层）,6000,3室1厅2卫,整租·永泰园3室1厅东,133㎡,永泰园,海淀
南        ,长阳,中楼层（14层）,2700,1室1厅1卫,整租·加州水郡四期1室1厅南,58㎡,加州水郡四期,房山
西        ,西北旺,高楼层（10层）,5500,1室1厅1卫,整租·芳怡园1室1厅西,50㎡,芳怡园,海淀
西南 北        ,青塔,低楼层（26层）,4300,3室1厅1卫,整租·广安﹒康馨家园3室1厅西南/北,92㎡,广安﹒康馨家园,丰台
南 北        ,朝阳其它,高楼层（6层）,4200,2室1厅1卫,整租·绿丰家园2室1厅南/北,83㎡,绿丰家园,朝阳
南 北        ,西三旗,低楼层（7层）,5500,2室1厅1卫,整租·建材城东一里2室1厅南/北,67㎡,建材城东一里,海淀
南        ,刘家窑,高楼层（6层）,3000,1室0厅1卫,整租·鑫兆雅园北区1室0厅南,13㎡,鑫兆雅园北区,丰台
南        ,首都机场,中楼层（5层）,4430,2室1厅1卫,整租·首都机场南路西里2室1厅南,57㎡,首都机场南路西里,朝阳
南        ,立水桥,高楼层（20层）,5500,2房间1卫,整租·明天第一城7号院2房间南,65㎡,明天第一城7号院,朝阳
南        ,东坝,中楼层（16层）,4390,1室1厅1卫,整租·东湾家园1室1厅南,63㎡,东湾家园,朝阳
南 北        ,大兴其它,中楼层（9层）,3200,2室1厅1卫,整租·首地浣溪谷2室1厅南/北,84㎡,首地浣溪谷,大兴
西        ,海淀北部新区,低楼层（15层）,4590,1室1厅1卫,整租·水岸温泉1室1厅西,46㎡,水岸温泉,海淀
南        ,劲松,低楼层（6层）,5400,1室1厅1卫,整租·农光东里1室1厅南,42㎡,农光东里,朝阳
西        ,双桥,中楼层（28层）,5690,2室1厅1卫,整租·康泉小区2室1厅西,78㎡,康泉小区,朝阳
南        ,望京,中楼层（14层）,5700,1室1厅1卫,整租·南湖东园二区1室1厅南,65㎡,南湖东园二区,朝阳
南        ,望京,低楼层（6层）,6030,1室1厅1卫,整租·花家地南里1室1厅南,33㎡,花家地南里,朝阳
南        ,十八里店,低楼层（27层）,4700,2室1厅1卫,整租·鸿博家园B区2室1厅南,76㎡,鸿博家园B区,朝阳
西        ,六里桥,高楼层（6层）,4960,1室1厅1卫,整租·吴家村路10号院1室1厅西,49㎡,吴家村路10号院,海淀
北        ,六里桥,低楼层（18层）,5690,1室1厅1卫,整租·盛今佳园1室1厅北,28㎡,盛今佳园,海淀
南 北        ,万达,高楼层（5层）,3300,2室1厅1卫,整租·后南仓2室1厅南/北,56㎡,后南仓,通州
西南        ,和平里,低楼层（6层）,6190,1室1厅1卫,整租·龙绍衡大厦1室1厅西南,41㎡,龙绍衡大厦,东城
北        ,西关环岛,中楼层（18层）,2800,1房间1卫,整租·琥珀郡1房间北,58㎡,琥珀郡,昌平
南        ,百子湾,低楼层（19层）,6030,1室1厅1卫,整租·沿海赛洛城二期1室1厅南,48㎡,沿海赛洛城二期,朝阳
南        ,劲松,高楼层（4层）,5630,1室1厅1卫,整租·农光南路1室1厅南,44㎡,农光南路,朝阳
东        ,西北旺,高楼层（10层）,4500,1室0厅1卫,整租·芳怡园1室0厅东,39㎡,芳怡园,海淀
南        ,北工大,高楼层（6层）,5460,1室1厅1卫,整租·松榆东里1室1厅南,42㎡,松榆东里,朝阳
南 北        ,玉泉营,高楼层（3层）,4600,2室1厅1卫,整租·葛村西里2室1厅南/北,52㎡,葛村西里,丰台
南        ,清河,低楼层（6层）,5990,2室1厅1卫,整租·永泰园2室1厅南,40㎡,永泰园,海淀
南 北        ,西北旺,高楼层（10层）,6000,2室1厅1卫,整租·芳怡园2室1厅南/北,72㎡,芳怡园,海淀
北        ,常营,低楼层（13层）,5860,1室1厅2卫,整租·北京像素北区1室1厅北,40㎡,北京像素北区,朝阳
南 北        ,豆各庄,高楼层（16层）,4500,2室1厅1卫,整租·朝丰家园2室1厅南/北,78㎡,朝丰家园,朝阳
南 北        ,农展馆,中楼层（6层）,6000,1室1厅1卫,整租·枣营北里1室1厅南/北,47㎡,枣营北里,朝阳
东        ,安宁庄,低楼层（19层）,5790,1室1厅1卫,整租·清上园1室1厅东,43㎡,清上园,海淀
南 北        ,紫竹桥,中楼层（5层）,4500,2室1厅2卫,整租·紫竹院南路20号院2室1厅南/北,43㎡,紫竹院南路20号院,海淀
北        ,东花市,中楼层（18层）,6230,1室1厅1卫,整租·本家润园三期1室1厅北,48㎡,本家润园三期,东城
南        ,亦庄,低楼层（6层）,3000,1室1厅1卫,整租·小康家园1室1厅南,63㎡,小康家园,大兴
南        ,定福庄,高楼层（7层）,5290,1室1厅1卫,整租·天泰定福苑1室1厅南,54㎡,天泰定福苑,朝阳
东 西        ,安宁庄,高楼层（7层）,4100,1室1厅1卫,整租·安宁里南区1室1厅东/西,48㎡,安宁里南区,海淀
南        ,上地,高楼层（12层）,5800,1室0厅1卫,整租·当代城市家园1室0厅南,58㎡,当代城市家园,海淀
南 北        ,首都机场,高楼层（5层）,3600,2室1厅1卫,整租·南平里2室1厅南/北,56㎡,南平里,朝阳
南        ,蒲黄榆,低楼层（6层）,3800,1室1厅1卫,整租·蒲黄榆三里1室1厅南,33㎡,蒲黄榆三里,丰台
南 北        ,万达,高楼层（6层）,3500,2室1厅1卫,整租·帅府园2室1厅南/北,72㎡,帅府园,通州
南        ,公主坟,中楼层（18层）,5760,1室1厅1卫,整租·翠微东里1室1厅南,43㎡,翠微东里,海淀
西        ,西三旗,高楼层（7层）,4990,1室1厅1卫,整租·建材城东一里1室1厅西,58㎡,建材城东一里,海淀
南        ,潘家园,低楼层（6层）,5460,1室1厅1卫,整租·华威西里1室1厅南,47㎡,华威西里,朝阳
南        ,永定门,低楼层（6层）,6230,2室1厅1卫,整租·景泰西里2室1厅南,51㎡,景泰西里,东城
南        ,甘家口,高楼层（5层）,3200,1室1厅1卫,整租·甘家口小区1室1厅南,15㎡,甘家口小区,海淀
东 西        ,东坝,低楼层（6层）,5000,2室1厅1卫,整租·朝阳新城三区2室1厅东/西,86㎡,朝阳新城三区,朝阳
南        ,十里堡,高楼层（6层）,5700,2室1厅1卫,整租·十里堡北里2室1厅南,53㎡,十里堡北里,朝阳
东        ,芍药居,中楼层（18层）,5000,2室1厅1卫,整租·芍药居4号院2室1厅东,75㎡,芍药居4号院,朝阳
南        ,管庄,低楼层（6层）,3300,1室1厅1卫,整租·京通苑1室1厅南,52㎡,京通苑,朝阳
南        ,西三旗,高楼层（6层）,5590,1室1厅1卫,整租·育新花园1室1厅南,53㎡,育新花园,海淀
北        ,东坝,低楼层（12层）,4500,1室1厅1卫,整租·上东上层1室1厅北,66㎡,上东上层,朝阳
南 北        ,玉泉营,高楼层（6层）,4200,2室1厅1卫,整租·新村二里2室1厅南/北,63㎡,新村二里,丰台
东        ,西北旺,高楼层（10层）,5000,1室1厅1卫,整租·芳怡园1室1厅东,50㎡,芳怡园,海淀
南        ,公主坟,低楼层（7层）,5500,1室1厅1卫,整租·普惠北里1室1厅南,43㎡,普惠北里,海淀
南        ,潘家园,高楼层（6层）,5000,1室1厅1卫,整租·华威北里1室1厅南,49㎡,华威北里,朝阳
南 北        ,西北旺,高楼层（10层）,6000,2室1厅1卫,整租·芳怡园2室1厅南/北,72㎡,芳怡园,海淀
南        ,安宁庄,高楼层（7层）,5890,1室1厅1卫,整租·安宁里南区1室1厅南,59㎡,安宁里南区,海淀
西        ,菜户营,低楼层（21层）,4500,1室0厅1卫,整租·考拉社区1室0厅西,45㎡,考拉社区,西城
北        ,清河,高楼层（15层）,5330,1室1厅1卫,整租·高巢1室1厅北,29㎡,高巢,海淀
北        ,成寿寺,中楼层（20层）,5200,2房间1卫,整租·中海城紫鑫阁2房间北,46㎡,中海城紫鑫阁,朝阳
南        ,西北旺,中楼层（9层）,5000,1室1厅1卫,整租·芳怡园1室1厅南,54㎡,芳怡园,海淀
南        ,卢沟桥,高楼层（21层）,3600,1室1厅1卫,整租·晓月新苑1室1厅南,63㎡,晓月新苑,丰台
北        ,良乡,中楼层（14层）,2300,2房间1卫,整租·旭辉E天地2房间跃层北,31㎡,旭辉E天地,房山
南 北        ,惠新西街,中楼层（18层）,5900,1室1厅1卫,整租·惠新里小区1室1厅南/北,45㎡,惠新里小区,朝阳
南        ,安贞,中楼层（6层）,5200,1室1厅1卫,整租·小黄庄1室1厅南,38㎡,小黄庄,朝阳
南 北        ,大兴其它,中楼层（16层）,3200,1室1厅1卫,整租·南海家园二里1室1厅南/北,63㎡,南海家园二里,大兴
东北        ,五棵松,高楼层（6层）,5200,1室1厅1卫,整租·复兴路79号院1室1厅东北,39㎡,复兴路79号院,海淀
南        ,古城,高楼层（4层）,2000,1室0厅1卫,整租·古城南路1室0厅南,20㎡,古城南路,石景山
东        ,芍药居,低楼层（14层）,6000,2室1厅1卫,整租·芍药居北里2室1厅东,67㎡,芍药居北里,朝阳
南        ,看丹桥,高楼层（6层）,3600,1室1厅1卫,整租·新华街一里1室1厅南,38㎡,新华街一里,丰台
南        ,十里河,高楼层（6层）,4500,1室1厅1卫,整租·周庄嘉园东里C区1室1厅南,51㎡,周庄嘉园东里C区,朝阳
北        ,常营,中楼层（28层）,5760,1室1厅1卫,整租·北京新天地二期1室1厅北,62㎡,北京新天地二期,朝阳
南        ,双榆树,中楼层（12层）,5500,1室1厅1卫,整租·双榆树东里1室1厅南,50㎡,双榆树东里,海淀
南        ,定福庄,中楼层（6层）,5000,1室0厅1卫,整租·美然动力A3区1室0厅南,53㎡,美然动力A3区,朝阳
南        ,广安门,低楼层（6层）,5860,2室1厅1卫,整租·小红庙2室1厅南,48㎡,小红庙,西城
南        ,临河里,中楼层（6层）,2800,1室1厅1卫,整租·小街之春1室1厅南,53㎡,小街之春,通州
南        ,红庙,低楼层（6层）,4500,1室1厅1卫,整租·红庙北里1室1厅南,34㎡,红庙北里,朝阳
南 北        ,东关,中楼层（6层）,2300,2室1厅1卫,整租·东关二条2室1厅南/北,63㎡,东关二条,昌平
西        ,广安门,中楼层（26层）,4490,1室1厅1卫,整租·荣丰20081室1厅西,26㎡,荣丰2008,西城
东南 南        ,北大地,中楼层（6层）,3000,1室1厅1卫,整租·西幸福街1室1厅东南/南,42㎡,西幸福街,丰台
南        ,田村,低楼层（7层）,4000,1室1厅1卫,整租·西木小区1室1厅南,30㎡,西木小区,海淀
西南        ,西三旗,低楼层（20层）,5500,2室1厅1卫,整租·育新花园2室1厅西南,77㎡,育新花园,海淀
南        ,北工大,低楼层（6层）,4500,1室1厅1卫,整租·磨房南里1室1厅南,41㎡,磨房南里,朝阳
东        ,劲松,低楼层（6层）,6390,1室1厅1卫,整租·劲松八区1室1厅东,55㎡,劲松八区,朝阳
北        ,四季青,高楼层（13层）,5700,1房间1卫,整租·西荣阁1房间北,48㎡,西荣阁,海淀
南        ,潞苑,中楼层（14层）,3500,1室1厅1卫,整租·古韵新居1室1厅南,47㎡,古韵新居,通州
北        ,天宫院,低楼层（24层）,3400,2房间1卫,整租·珺悦国际2房间北,65㎡,珺悦国际,大兴
南 北        ,天坛,高楼层（6层）,6200,2室1厅1卫,整租·天坛西里东区2室1厅南/北,57㎡,天坛西里东区,东城
西        ,北苑,中楼层（19层）,5900,1室0厅1卫,整租·华发颐园1室0厅西,61㎡,华发颐园,朝阳
北        ,石佛营,高楼层（25层）,5200,1室0厅1卫,整租·炫特嘉园三期1室0厅北,40㎡,炫特嘉园三期,朝阳
东        ,太平桥,高楼层（6层）,5630,1室1厅1卫,整租·湾子街社区1室1厅东,45㎡,湾子街社区,西城
南 北        ,瀛海,中楼层（6层）,3400,2室1厅1卫,整租·德茂小区2室1厅南/北,55㎡,德茂小区,大兴
南        ,西坝河,高楼层（6层）,6590,2室1厅1卫,整租·西坝河西里2室1厅南,55㎡,西坝河西里,朝阳
南        ,宣武门,低楼层（11层）,6000,1室1厅1卫,整租·宣武门外东大街1室1厅南,40㎡,宣武门外东大街,西城
北        ,方庄,低楼层（29层）,5660,1室1厅1卫,整租·10AM新坐标1室1厅北,41㎡,10AM新坐标,朝阳
东南        ,紫竹桥,低楼层（16层）,5800,1室1厅1卫,整租·北洼西里1室1厅东南,54㎡,北洼西里,海淀
北        ,万寿路,高楼层（6层）,5730,1室1厅1卫,整租·万寿路西街9号1室1厅北,40㎡,万寿路西街9号,海淀
西南        ,北工大,低楼层（12层）,5300,1室1厅1卫,整租·松榆东里1室1厅西南,49㎡,松榆东里,朝阳
西        ,奥林匹克公园,高楼层（32层）,6030,1室1厅1卫,整租·天居园1室1厅西,59㎡,天居园,朝阳
北        ,石佛营,高楼层（28层）,5660,1室1厅1卫,整租·炫特嘉园二期1室1厅北,42㎡,炫特嘉园二期,朝阳
南        ,永定门,低楼层（6层）,2500,2室1厅1卫,整租·桃园南街10号院2室1厅南,56㎡,桃园南街10号院,东城
南        ,北工大,低楼层（6层）,4500,1室1厅1卫,整租·磨房南里1室1厅南,41㎡,磨房南里,朝阳
南        ,望京,中楼层（14层）,5700,1室1厅1卫,整租·南湖东园二区1室1厅南,65㎡,南湖东园二区,朝阳
南 北        ,首都机场,高楼层（5层）,3200,2室1厅1卫,整租·首都机场南路西里2室1厅南/北,53㎡,首都机场南路西里,朝阳
南 北        ,天宫院南,中楼层（6层）,2000,2室2厅1卫,整租·隆盛园2室2厅南/北,83㎡,隆盛园,大兴
西        ,鼓楼大街,高楼层（5层）,2600,1室1厅1卫,整租·北环里小区1室1厅西,56㎡,北环里小区,昌平
北        ,和平里,低楼层（14层）,3800,1室1厅2卫,整租·砖角楼南里1室1厅北,32㎡,砖角楼南里,朝阳
西南        ,双桥,低楼层（22层）,3900,1室1厅1卫,整租·东一时区1室1厅西南,61㎡,东一时区,朝阳
南        ,中关村,中楼层（4层）,3600,1室0厅0卫,整租·黄庄小区1室0厅南,18㎡,黄庄小区,海淀
南        ,甘家口,高楼层（5层）,3600,1室1厅1卫,整租·花园村小区1室1厅南,29㎡,花园村小区,海淀
南        ,亚运村小营,中楼层（6层）,6030,1室1厅1卫,整租·育慧里二区1室1厅南,40㎡,育慧里二区,朝阳
南 北        ,良乡,高楼层（6层）,2300,2室1厅1卫,整租·四合巷小区2室1厅南/北,65㎡,四合巷小区,房山
西        ,北大地,低楼层（19层）,4500,2室1厅1卫,整租·正阳小区2室1厅西,72㎡,正阳小区,丰台
东        ,长阳,地下室,800,1室0厅0卫,整租·长阳半岛怡和路8号院1室0厅东,20㎡,长阳半岛怡和路8号院,房山
北        ,定福庄,中楼层（14层）,5030,1室1厅1卫,整租·美然动力A2区1室1厅北,39㎡,美然动力A2区,朝阳
东 西 北        ,滨河西区,地下室（6层）,2600,2室2厅1卫,整租·葡东小区2室2厅东/西/北,86㎡,葡东小区,门头沟
南 北        ,管庄,低楼层（6层）,5300,2室1厅1卫,整租·瑞祥里2室1厅南/北,89㎡,瑞祥里,朝阳
