floor,meters,zone,xiaoqu,directon,area,house_name,region,house_price 
中楼层（16层）,80㎡,2室1厅1卫,领地OFFICE,南        ,朝阳,整租·领地OFFICE2室1厅南,北苑,5900
低楼层（8层）,82㎡,2室1厅1卫,北街家园一区,南 北        ,昌平,整租·北街家园一区2室1厅南/北,沙河,3000
高楼层（6层）,46㎡,1室1厅1卫,北城根小区,南        ,昌平,整租·北城根小区1室1厅南,鼓楼大街,2300
地下室（6层）,44㎡,1室1厅1卫,东大桥东里,东        ,朝阳,整租·东大桥东里1室1厅东,东大桥,4500
低楼层（8层）,82㎡,2室1厅1卫,北街家园一区,南 北        ,昌平,整租·北街家园一区2室1厅南/北,沙河,3000
高楼层（5层）,91㎡,2室2厅1卫,都市芳园丽湖园,南 北        ,昌平,整租·都市芳园丽湖园2室2厅南/北,天通苑,4000
低楼层（15层）,81㎡,2室1厅1卫,蓝桥驿苑,南 北        ,大兴,整租·蓝桥驿苑2室1厅南/北,大兴其它,2500
高楼层（6层）,54㎡,2室1厅1卫,南厂住宅西区,南 北        ,昌平,整租·南厂住宅西区2室1厅南/北,南口,1800
高楼层（7层）,50㎡,1室1厅1卫,高鑫家园,南 北        ,丰台,整租·高鑫家园1室1厅南/北,科技园区,3200
低楼层（6层）,61㎡,2室1厅1卫,古城西路,东 西        ,石景山,整租·古城西路2室1厅东/西,古城,3000
高楼层（10层）,33㎡,1室0厅1卫,北京青年城,北        ,朝阳,整租·北京青年城1室0厅北,北苑,4200
中楼层（16层）,48㎡,1室0厅1卫,首开熙悦睿府书香,南        ,房山,整租·首开熙悦睿府书香1室0厅南,良乡,2500
低楼层（6层）,61㎡,2室1厅1卫,北苑15号院,南 北        ,通州,整租·北苑15号院2室1厅南/北,通州北苑,3500
高楼层（6层）,43㎡,1室1厅1卫,花家地小区,南        ,朝阳,整租·花家地小区1室1厅南,望京,5500
高楼层（6层）,60㎡,2室1厅1卫,永泰庄6号院,南 北        ,海淀,整租·永泰庄6号院2室1厅南/北,清河,5600
高楼层（6层）,52㎡,1室1厅1卫,梨园东里,南 北        ,通州,整租·梨园东里1室1厅南/北,梨园,2800
中楼层（7层）,96㎡,2室1厅1卫,温泉东里,南 北        ,朝阳,整租·温泉东里2室1厅南/北,双桥,5000
低楼层（7层）,62㎡,1室1厅1卫,金惠园三里南区,南 北        ,大兴,整租·金惠园三里南区1室1厅南/北,黄村北,2800
地下室（6层）,45㎡,1室1厅1卫,湾子街社区,东 西        ,西城,整租·湾子街社区1室1厅东/西,太平桥,3800
高楼层（26层）,19㎡,1室0厅1卫,荣丰2008,西        ,西城,整租·荣丰20081室0厅西,广安门,3400
低楼层（28层）,12㎡,1室1厅1卫,广安﹒康馨家园,北        ,丰台,整租·广安﹒康馨家园1室1厅北,青塔,2500
高楼层（6层）,46㎡,1室1厅1卫,北城根小区,南        ,昌平,整租·北城根小区1室1厅南,鼓楼大街,2300
低楼层（14层）,30㎡,1室1厅1卫,首创紫悦台,北        ,房山,整租·首创紫悦台1室1厅北,良乡,2500
高楼层（6层）,42㎡,1室1厅1卫,新桥南大街,南        ,门头沟,整租·新桥南大街1室1厅南,滨河西区,2300
高楼层（17层）,33㎡,1室0厅1卫,香悦四季,北        ,顺义,整租·香悦四季1室0厅北,马坡,2200
低楼层（18层）,41㎡,1室1厅1卫,双龙南里,南        ,朝阳,整租·双龙南里1室1厅南,华威桥,4700
高楼层（28层）,55㎡,1室1厅1卫,华贸城,西南        ,朝阳,整租·华贸城1室1厅西南,北苑,5700
高楼层（6层）,57㎡,2室1厅1卫,双龙南里,东 西        ,朝阳,整租·双龙南里2室1厅东/西,华威桥,5300
低楼层（4层）,60㎡,2室1厅1卫,化肥厂家属楼,南 北        ,顺义,整租·化肥厂家属楼2室1厅南/北,顺义城,1500
高楼层（6层）,42㎡,1室1厅1卫,康家园,南        ,朝阳,整租·康家园1室1厅南,甘露园,4300
低楼层（28层）,60㎡,1室1厅1卫,北京新天地一期,北        ,朝阳,整租·北京新天地一期1室1厅北,常营,5300
高楼层（12层）,43㎡,1室0厅1卫,新华联家园北区,北        ,通州,整租·新华联家园北区1室0厅北,果园,3500
低楼层（18层）,78㎡,2室1厅1卫,芍药居4号院,东        ,朝阳,整租·芍药居4号院2室1厅东,芍药居,5900
高楼层（6层）,51㎡,2室1厅1卫,北大街南里,南 北        ,丰台,整租·北大街南里2室1厅南/北,北大地,4000
低楼层（6层）,25㎡,1室0厅0卫,和平门外西里,南        ,西城,整租·和平门外西里1室0厅南,宣武门,3200
中楼层（16层）,67㎡,2室1厅1卫,定福家园2号院,西北        ,朝阳,整租·定福家园2号院2室1厅西北,定福庄,5300
低楼层（14层）,43㎡,1室1厅1卫,香河园北里,东        ,东城,整租·香河园北里1室1厅东,东直门,6000
高楼层（6层）,59㎡,2室1厅1卫,丰西北里,南 北        ,丰台,整租·丰西北里2室1厅南/北,五里店,2700
高楼层（6层）,64㎡,2室1厅1卫,南平里,东南        ,朝阳,整租·南平里2室1厅东南,首都机场,1300
中楼层（3层）,60㎡,2室1厅1卫,百万庄丑区,西 北        ,西城,整租·百万庄丑区2室1厅西/北,阜成门,6000
低楼层（28层）,12㎡,1室1厅1卫,广安﹒康馨家园,北        ,丰台,整租·广安﹒康馨家园1室1厅北,青塔,2500
低楼层（6层）,15㎡,1室0厅0卫,核二院,南        ,海淀,整租·核二院1室0厅南,定慧寺,2650
高楼层（6层）,40㎡,1室1厅1卫,万柳园小区,南        ,丰台,整租·万柳园小区1室1厅南,玉泉营,3500
中楼层（9层）,63㎡,1室1厅1卫,美丽西园,南        ,海淀,整租·美丽西园1室1厅南,四季青,5500
低楼层（6层）,58㎡,2室1厅1卫,果园225号旁门,南 北        ,通州,整租·果园225号旁门2室1厅南/北,果园,3500
低楼层（1层）,15㎡,1室0厅0卫,花园胡同,西        ,东城,整租·花园胡同1室0厅西,安定门,2800
中楼层（28层）,79㎡,2室1厅1卫,燕保祈东家园,南 北        ,朝阳,整租·燕保祈东家园2室1厅南/北,垡头,4800
高楼层（6层）,61㎡,2室1厅1卫,泥洼路5号院,南        ,丰台,整租·泥洼路5号院2室1厅南,七里庄,4500
高楼层（7层）,60㎡,1室1厅1卫,大屯里小区,南        ,朝阳,整租·大屯里小区1室1厅南,亚运村,5500
高楼层（6层）,61㎡,2室1厅1卫,永顺南街234号院,南 北        ,通州,整租·永顺南街234号院2室1厅南/北,万达,2500
中楼层（7层）,75㎡,2室1厅1卫,建业苑,东 西        ,朝阳,整租·建业苑2室1厅东/西,劲松,5200
低楼层（6层）,44㎡,1室1厅1卫,至善街4号,西        ,丰台,整租·至善街4号1室1厅西,和义,3000
高楼层（10层）,42㎡,2室1厅1卫,房山超级蜂巢,西        ,房山,整租·房山超级蜂巢2室1厅西,良乡,2300
中楼层（5层）,52㎡,2室1厅1卫,建新北区,南        ,顺义,整租·建新北区2室1厅南,顺义城,3200
低楼层（18层）,71㎡,1室0厅1卫,北街家园八区,西        ,昌平,整租·北街家园八区1室0厅西,沙河,2500
高楼层（6层）,83㎡,2室1厅1卫,康盛园,南 北        ,大兴,整租·康盛园2室1厅南/北,高米店南,3500
高楼层（6层）,60㎡,2室1厅1卫,青塔芳园,南 北        ,丰台,整租·青塔芳园2室1厅南/北,青塔,3800
中楼层（6层）,20㎡,1室1厅1卫,方南家园一期,东        ,丰台,整租·方南家园一期1室1厅东,刘家窑,3000
高楼层（4层）,17㎡,1室0厅0卫,友谊社区,南        ,海淀,整租·友谊社区1室0厅南,苏州桥,3200
低楼层（15层）,60㎡,1室1厅1卫,凯盛家园,南        ,海淀,整租·凯盛家园1室1厅南,海淀北部新区,3800
中楼层（6层）,11㎡,1室0厅1卫,五建小区,南        ,朝阳,整租·五建小区1室0厅南,定福庄,2300
低楼层（1层）,40㎡,1室1厅1卫,天秀花园澄秀园,北        ,海淀,整租·天秀花园澄秀园1室1厅北,马连洼,4600
高楼层（14层）,8㎡,1室1厅1卫,银丰大厦,西        ,海淀,整租·银丰大厦1室1厅西,苏州桥,3500
高楼层（5层）,11㎡,1室1厅1卫,翠微南里,南        ,海淀,整租·翠微南里1室1厅南,公主坟,3300
高楼层（6层）,81㎡,2室1厅1卫,温泉花园B区,南 北        ,昌平,整租·温泉花园B区2室1厅南/北,北七家,3000
高楼层（7层）,73㎡,2室1厅1卫,安宁里南区,南 北        ,海淀,整租·安宁里南区2室1厅南/北,安宁庄,5400
中楼层（22层）,86㎡,2室1厅1卫,东一时区,东北        ,朝阳,整租·东一时区2室1厅东北,双桥,4800
高楼层（6层）,62㎡,1室1厅1卫,铁路宿舍,南 北        ,通州,整租·铁路宿舍1室1厅南/北,通州北苑,3300
中楼层（14层）,65㎡,2室1厅1卫,友谊嘉园一期,西        ,海淀,整租·友谊嘉园一期2室1厅西,海淀北部新区,4800
低楼层（7层）,69㎡,2室1厅1卫,枣园小区,南 北        ,大兴,整租·枣园小区2室1厅南/北,枣园,3500
中楼层（23层）,33㎡,1室0厅1卫,国融国际,南        ,亦庄开发区,整租·国融国际1室0厅南,亦庄,3500
高楼层（28层）,51㎡,1室1厅1卫,顺兴街17号院,南        ,顺义,整租·顺兴街17号院1室1厅南,马坡,2400
高楼层（15层）,92㎡,2室1厅1卫,安河家园,南 北        ,海淀,整租·安河家园2室1厅南/北,海淀其它,5000
低楼层（16层）,88㎡,2室1厅1卫,恒华安纳湖,南 北        ,顺义,整租·恒华安纳湖2室1厅南/北,马坡,3100
低楼层（16层）,66㎡,2室1厅1卫,城华园,西南        ,海淀,整租·城华园2室1厅西南,学院路,5000
高楼层（6层）,63㎡,2室1厅1卫,建材城西二里,南 北        ,海淀,整租·建材城西二里2室1厅南/北,西三旗,4600
高楼层（6层）,45㎡,1室1厅1卫,朝阳公园西里北区,南        ,朝阳,整租·朝阳公园西里北区1室1厅南,农展馆,4700
高楼层（5层）,37㎡,2室0厅1卫,八角路小区,南 北        ,石景山,整租·八角路小区2室0厅南/北,八角,2700
低楼层（6层）,61㎡,2室2厅1卫,昌平宽街,南 北        ,昌平,整租·昌平宽街2室2厅南/北,鼓楼大街,2800
地下室（6层）,70㎡,2室1厅1卫,平原里小区,南 北        ,西城,整租·平原里小区2室1厅南/北,牛街,5000
高楼层（6层）,39㎡,1室1厅1卫,赵山供电局宿舍,南        ,石景山,整租·赵山供电局宿舍1室1厅南,苹果园,3300
低楼层（18层）,97㎡,2室1厅1卫,时尚街区西区,西北        ,通州,整租·时尚街区西区2室1厅西北,梨园,3500
高楼层（6层）,88㎡,2室1厅1卫,温泉花园B区,南 北        ,昌平,整租·温泉花园B区2室1厅南/北,北七家,3300
低楼层（24层）,84㎡,2室1厅1卫,京通苑,东南        ,朝阳,整租·京通苑2室1厅东南,管庄,5200
高楼层（5层）,36㎡,1室1厅1卫,高井,南        ,石景山,整租·高井1室1厅南,石景山其它,2500
高楼层（5层）,60㎡,2室1厅1卫,水利局一处宿舍,南 北        ,海淀,整租·水利局一处宿舍2室1厅南/北,安宁庄,5500
高楼层（5层）,30㎡,2房间1卫,众美MIMO公馆,北        ,大兴,整租·众美MIMO公馆2房间北,天宫院南,1700
高楼层（6层）,60㎡,1室1厅1卫,康顺园,南 北        ,大兴,整租·康顺园1室1厅南/北,高米店南,3000
低楼层（28层）,37㎡,1室0厅1卫,炫特嘉园一期,西        ,朝阳,整租·炫特嘉园一期1室0厅西,石佛营,4300
低楼层（9层）,63㎡,2室1厅1卫,远洋一方北润园,南        ,朝阳,整租·远洋一方北润园2室1厅南,双桥,5000
低楼层（6层）,46㎡,1室1厅1卫,十里堡北区,南 北        ,朝阳,整租·十里堡北区1室1厅南/北,石佛营,4200
高楼层（6层）,57㎡,2室1厅1卫,延静里中街,南 北        ,朝阳,整租·延静里中街2室1厅南/北,红庙,5200
高楼层（6层）,52㎡,1室1厅1卫,育新花园,南        ,海淀,整租·育新花园1室1厅南,西三旗,4500
低楼层（14层）,15㎡,1室0厅1卫,交大东路4号院,西        ,海淀,整租·交大东路4号院1室0厅西,西直门,3200
中楼层（30层）,46㎡,1室1厅1卫,gogo新世代,东        ,丰台,整租·gogo新世代1室1厅东,方庄,4200
高楼层（5层）,30㎡,1房间1卫,众美MIMO公馆,北        ,大兴,整租·众美MIMO公馆1房间北,天宫院南,1800
中楼层（6层）,66㎡,2室1厅1卫,黄村中里,南 北        ,大兴,整租·黄村中里2室1厅南/北,黄村中,2800
中楼层（18层）,58㎡,1室1厅1卫,炫特嘉园一期,东        ,朝阳,整租·炫特嘉园一期1室1厅东,石佛营,6100
中楼层（25层）,42㎡,1室1厅1卫,向军南里,西北        ,朝阳,整租·向军南里1室1厅西北,东大桥,5500
低楼层（6层）,60㎡,2室1厅1卫,永定路70号院,东 南        ,海淀,整租·永定路70号院2室1厅东/南,五棵松,5000
高楼层（6层）,63㎡,2室1厅1卫,甘露园南里,南 北        ,朝阳,整租·甘露园南里2室1厅南/北,甘露园,6000
高楼层（6层）,42㎡,1室1厅1卫,金沟河3号院,南        ,海淀,整租·金沟河3号院1室1厅南,五棵松,4500
高楼层（6层）,82㎡,2室1厅1卫,一品嘉园,南 北        ,大兴,整租·一品嘉园2室1厅复式南/北,天宫院南,3300
高楼层（6层）,42㎡,1室1厅1卫,塔院小区,东南        ,海淀,整租·塔院小区1室1厅东南,牡丹园,5300
中楼层（6层）,65㎡,2室1厅1卫,葛布店东里,南 北        ,通州,整租·葛布店东里2室1厅南/北,果园,3500
高楼层（7层）,38㎡,1室1厅1卫,长丰园二区,南 北        ,大兴,整租·长丰园二区1室1厅南/北,科技园区,2800
中楼层（6层）,45㎡,1室1厅1卫,新村一里,南        ,丰台,整租·新村一里1室1厅南,玉泉营,3500
中楼层（6层）,43㎡,1室1厅1卫,北苑甲55号院,南        ,通州,整租·北苑甲55号院1室1厅南,通州北苑,3000
地下室（6层）,58㎡,2室1厅1卫,永定路17号院,南        ,海淀,整租·永定路17号院2室1厅南,五棵松,4500
高楼层（6层）,57㎡,1室1厅1卫,站前铁路小区,南 北        ,石景山,整租·站前铁路小区1室1厅南/北,城子,1800
高楼层（16层）,78㎡,3室1厅1卫,复兴路46号院,南 西        ,海淀,整租·复兴路46号院3室1厅南/西,玉泉路,2500
高楼层（26层）,79㎡,2室1厅1卫,新城乐居,南 北        ,通州,整租·新城乐居2室1厅南/北,临河里,3200
高楼层（6层）,44㎡,2室1厅1卫,天坛北里,南 北        ,东城,整租·天坛北里2室1厅南/北,天坛,5200
高楼层（10层）,45㎡,1室0厅1卫,弘善家园,南        ,朝阳,整租·弘善家园1室0厅南,潘家园,4600
高楼层（5层）,177㎡,5室2厅3卫,领秀翡翠墅,南 北        ,丰台,整租·领秀翡翠墅5室2厅南/北,丰台其它,3000
中楼层（6层）,60㎡,1室1厅1卫,中泽家园,南 北        ,通州,整租·中泽家园1室1厅南/北,九棵树(家乐福),2700
低楼层（6层）,60㎡,2室1厅1卫,永定路西里,南 北        ,海淀,整租·永定路西里2室1厅南/北,五棵松,4000
高楼层（6层）,69㎡,2室1厅1卫,红松园小区,南 北        ,朝阳,整租·红松园小区2室1厅南/北,东坝,4000
低楼层（14层）,85㎡,2室1厅1卫,泰晤士印象,南 北        ,通州,整租·泰晤士印象2室1厅南/北,通州其它,2500
地下室（6层）,36㎡,1室1厅1卫,三里河三区,东        ,西城,整租·三里河三区1室1厅东,月坛,4000
低楼层（5层）,34㎡,1室1厅1卫,南厂北区,南        ,昌平,整租·南厂北区1室1厅南,南口,2000
中楼层（6层）,41㎡,1室1厅1卫,甘露园南里,南        ,朝阳,整租·甘露园南里1室1厅南,甘露园,4500
高楼层（5层）,61㎡,2室1厅1卫,环山村,南 北        ,海淀,整租·环山村2室1厅南/北,海淀北部新区,3200
高楼层（6层）,80㎡,3室1厅1卫,万源南里,南 北        ,丰台,整租·万源南里3室1厅南/北,旧宫,2900
低楼层（6层）,101㎡,1室1厅1卫,朝阳旺角,南 北        ,朝阳,整租·朝阳旺角1室1厅南/北,双桥,5000
中楼层（12层）,62㎡,2室1厅1卫,芳群园四区,西        ,丰台,整租·芳群园四区2室1厅西,方庄,4600
中楼层（11层）,43㎡,1室0厅1卫,DBC加州小镇,南        ,通州,整租·DBC加州小镇1室0厅南,临河里,3200
高楼层（6层）,52㎡,1室1厅1卫,景泰东里,西        ,东城,整租·景泰东里1室1厅西,蒲黄榆,4300
中楼层（23层）,38㎡,1室0厅1卫,设计师广场,西北        ,丰台,整租·设计师广场1室0厅西北,科技园区,3700
高楼层（6层）,40㎡,1室1厅1卫,牡丹园东里,南        ,海淀,整租·牡丹园东里1室1厅南,牡丹园,6000
低楼层（10层）,60㎡,2室1厅1卫,清缘东里,西北        ,海淀,整租·清缘东里2室1厅西北,清河,5800
高楼层（5层）,82㎡,3室1厅1卫,天宁寺前街北里,南 北        ,西城,整租·天宁寺前街北里3室1厅南/北,天宁寺,6000
高楼层（6层）,53㎡,1室1厅1卫,泥洼路5号院,南        ,丰台,整租·泥洼路5号院1室1厅南,七里庄,4500
高楼层（6层）,59㎡,2室1厅1卫,南平里,南 北        ,朝阳,整租·南平里2室1厅南/北,首都机场,3800
高楼层（6层）,60㎡,2室1厅1卫,高碑店村5号院,南 北        ,朝阳,整租·高碑店村5号院2室1厅南/北,高碑店,5100
高楼层（6层）,59㎡,2室1厅1卫,贵园北里戊区,南 北        ,亦庄开发区,整租·贵园北里戊区2室1厅南/北,亦庄,3600
低楼层（30层）,56㎡,1室1厅1卫,10AM新坐标,北        ,朝阳,整租·10AM新坐标1室1厅北,方庄,5500
低楼层（6层）,57㎡,2室1厅1卫,小关北里,南 北        ,朝阳,整租·小关北里2室1厅南/北,惠新西街,6000
高楼层（7层）,38㎡,1室1厅1卫,福怡苑,西        ,朝阳,整租·福怡苑1室1厅西,定福庄,4000
低楼层（21层）,48㎡,1室1厅1卫,御景春天,南        ,丰台,整租·御景春天1室1厅南,科技园区,4000
高楼层（21层）,63㎡,2室1厅1卫,惠民家园,南        ,门头沟,整租·惠民家园2室1厅南,大峪,2400
高楼层（6层）,36㎡,1室1厅1卫,鸭子桥43号院,南        ,西城,整租·鸭子桥43号院1室1厅南,菜户营,3600
中楼层（7层）,60㎡,2室1厅1卫,安贞里,北        ,朝阳,整租·安贞里2室1厅北,安贞,6000
低楼层（27层）,62㎡,1室1厅1卫,北京新天地五期,西        ,朝阳,整租·北京新天地五期1室1厅西,常营,5200
高楼层（6层）,43㎡,1室1厅1卫,铁西小区,北        ,海淀,整租·铁西小区1室1厅北,军博,4700
高楼层（6层）,65㎡,2室1厅1卫,金荣园,南 北        ,大兴,整租·金荣园2室1厅南/北,西红门,2900
高楼层（18层）,57㎡,1室1厅1卫,远洋一方润园6号院,南        ,朝阳,整租·远洋一方润园6号院1室1厅南,双桥,4700
高楼层（11层）,36㎡,1室0厅1卫,蓝星花园,西        ,顺义,整租·蓝星花园1室0厅西,后沙峪,3000
中楼层（5层）,42㎡,1室1厅1卫,黄村西里,南 北        ,大兴,整租·黄村西里1室1厅南/北,黄村中,2900
高楼层（6层）,40㎡,1室1厅1卫,太平桥东里,南        ,丰台,整租·太平桥东里1室1厅南,太平桥,4600
高楼层（20层）,47㎡,1室1厅1卫,永乐东区,西南        ,石景山,整租·永乐东区1室1厅西南,鲁谷,3800
中楼层（5层）,45㎡,1室1厅1卫,紫竹院南路14号院,南        ,海淀,整租·紫竹院南路14号院1室1厅南,紫竹桥,5500
低楼层（12层）,53㎡,2室1厅1卫,劲松一区,南 北        ,朝阳,整租·劲松一区2室1厅南/北,劲松,6000
中楼层（18层）,29㎡,1室0厅1卫,北街家园六区,西        ,昌平,整租·北街家园六区1室0厅西,沙河,2400
高楼层（6层）,48㎡,1室1厅1卫,十里堡,东 西        ,朝阳,整租·十里堡1室1厅东/西,十里堡,4800
中楼层（27层）,47㎡,1室1厅1卫,万年花城二期,北        ,丰台,整租·万年花城二期1室1厅北,玉泉营,4700
高楼层（28层）,61㎡,1室1厅1卫,百环花园,北        ,朝阳,整租·百环花园1室1厅北,潘家园,5600
中楼层（6层）,58㎡,2室1厅1卫,望园西里,东 西        ,丰台,整租·望园西里2室1厅东/西,七里庄,4100
高楼层（6层）,43㎡,1室1厅1卫,苹果园小区一区,南 北        ,石景山,整租·苹果园小区一区1室1厅南/北,苹果园,3800
中楼层（6层）,54㎡,1室1厅1卫,林大北路6号院,南        ,海淀,整租·林大北路6号院1室1厅南,学院路,5200
低楼层（6层）,49㎡,2室1厅1卫,车站路6号院,南 北        ,东城,整租·车站路6号院2室1厅南/北,陶然亭,5000
高楼层（4层）,46㎡,2室1厅1卫,燕翔西里,东北        ,朝阳,整租·燕翔西里2室1厅东北,首都机场,3000
高楼层（6层）,43㎡,1室1厅1卫,万柳园小区,南        ,丰台,整租·万柳园小区1室1厅南,玉泉营,3800
高楼层（16层）,43㎡,1室1厅1卫,安装宿舍,南        ,海淀,整租·安装宿舍1室1厅南,定慧寺,4800
地下室（6层）,59㎡,2室1厅2卫,潘家园东里,南 北        ,朝阳,整租·潘家园东里2室1厅南/北,潘家园,5000
高楼层（6层）,52㎡,1室1厅1卫,宝盛里,南        ,海淀,整租·宝盛里1室1厅南,清河,4500
高楼层（10层）,93㎡,2室1厅1卫,金隅花石匠,南        ,通州,整租·金隅花石匠2室1厅南,临河里,2500
中楼层（6层）,66㎡,2室1厅1卫,潘家园东里,南 北        ,朝阳,整租·潘家园东里2室1厅南/北,潘家园,6100
高楼层（6层）,54㎡,1室1厅1卫,万源南里,南        ,丰台,整租·万源南里1室1厅南,旧宫,3100
低楼层（22层）,55㎡,1室1厅1卫,双合家园,南        ,朝阳,整租·双合家园1室1厅南,垡头,4300
高楼层（6层）,57㎡,1室1厅1卫,富卓苑,南 北        ,丰台,整租·富卓苑1室1厅南/北,马家堡,4500
中楼层（12层）,74㎡,1室1厅1卫,久居雅园,南        ,通州,整租·久居雅园1室1厅南,临河里,3200
高楼层（6层）,62㎡,2室1厅1卫,现代生活,东南        ,石景山,整租·现代生活2室1厅东南,石景山其它,2800
高楼层（6层）,40㎡,1室1厅1卫,翠林三里,西        ,丰台,整租·翠林三里1室1厅西,北京南站,3700
高楼层（6层）,59㎡,2室1厅1卫,德宝新园,东 西        ,西城,整租·德宝新园2室1厅东/西,西直门,5000
低楼层（6层）,49㎡,1室1厅1卫,模式口北里,南 北        ,石景山,整租·模式口北里1室1厅南/北,苹果园,3300
高楼层（5层）,41㎡,2室1厅1卫,民旺园,东 西        ,东城,整租·民旺园2室1厅东/西,和平里,5500
高楼层（6层）,41㎡,1室1厅1卫,康家园,南        ,朝阳,整租·康家园1室1厅南,甘露园,4500
高楼层（11层）,59㎡,1室0厅1卫,月亮城堡,南        ,通州,整租·月亮城堡1室0厅南,武夷花园,3600
低楼层（18层）,60㎡,1室1厅1卫,泰福苑D3区,南        ,朝阳,整租·泰福苑D3区1室1厅南,定福庄,5000
高楼层（7层）,50㎡,1室1厅1卫,福怡苑,南        ,朝阳,整租·福怡苑1室1厅南,定福庄,3500
低楼层（12层）,82㎡,2室1厅1卫,上东上层,南        ,朝阳,整租·上东上层2室1厅南,东坝,5400
低楼层（11层）,106㎡,2室2厅1卫,水色时光五区,南 北        ,顺义,整租·水色时光五区2室2厅南/北,顺义其它,2800
中楼层（29层）,45㎡,1室1厅1卫,八家嘉苑,南        ,海淀,整租·八家嘉苑1室1厅南,学院路,6000
中楼层（29层）,46㎡,1室0厅1卫,10AM新坐标,东        ,朝阳,整租·10AM新坐标1室0厅东,方庄,4500
低楼层（29层）,51㎡,1室1厅1卫,广渠家园,东        ,东城,整租·广渠家园1室1厅东,广渠门,5500
中楼层（6层）,42㎡,1室1厅1卫,芳园南里,南        ,朝阳,整租·芳园南里1室1厅南,酒仙桥,5500
高楼层（17层）,52㎡,1室1厅1卫,世华龙樾,南        ,海淀,整租·世华龙樾1室1厅南,清河,5800
高楼层（5层）,33㎡,2室1厅1卫,八角路小区,南 北        ,石景山,整租·八角路小区2室1厅南/北,八角,3200
中楼层（6层）,52㎡,1室1厅1卫,如意园,南 北        ,通州,整租·如意园1室1厅南/北,万达,3200
高楼层（5层）,34㎡,1室1厅1卫,八角路小区,南        ,石景山,整租·八角路小区1室1厅南,八角,2600
中楼层（20层）,32㎡,1室1厅1卫,荣丰2008,南        ,西城,整租·荣丰20081室1厅复式南,广安门,5400
高楼层（18层）,43㎡,1室1厅1卫,华威西里,南        ,朝阳,整租·华威西里1室1厅南,潘家园,4600
低楼层（5层）,50㎡,2室1厅1卫,酒仙桥十街坊,南        ,朝阳,整租·酒仙桥十街坊2室1厅南,酒仙桥,5100
中楼层（5层）,55㎡,2室1厅1卫,高井,南        ,石景山,整租·高井2室1厅南,石景山其它,3000
地下室（6层）,45㎡,1室1厅1卫,横七条,东 西        ,丰台,整租·横七条1室1厅东/西,刘家窑,3600
中楼层（20层）,74㎡,2室1厅1卫,福盈家园,南        ,朝阳,整租·福盈家园2室1厅南,定福庄,5900
高楼层（5层）,52㎡,2室1厅1卫,花家地西里三区,南        ,朝阳,整租·花家地西里三区2室1厅南,望京,5500
高楼层（6层）,55㎡,2室1厅1卫,社会福利院家属楼,西 北        ,海淀,整租·社会福利院家属楼2室1厅西/北,清河,5000
高楼层（6层）,41㎡,1室1厅1卫,和义东里二区,南 北        ,丰台,整租·和义东里二区1室1厅南/北,和义,3000
中楼层（5层）,47㎡,1室1厅1卫,育新花园,南        ,海淀,整租·育新花园1室1厅南,西三旗,4500
高楼层（14层）,75㎡,2室1厅1卫,国瑞熙墅,西        ,昌平,整租·国瑞熙墅2室1厅西,北七家,3200
低楼层（6层）,43㎡,1室0厅1卫,磨房南里,南        ,朝阳,整租·磨房南里1室0厅南,北工大,4500
中楼层（6层）,46㎡,1室1厅1卫,朝阳公园西里北区,东 西        ,朝阳,整租·朝阳公园西里北区1室1厅东/西,农展馆,5500
中楼层（6层）,46㎡,1室1厅1卫,青塔秀园,南        ,丰台,整租·青塔秀园1室1厅南,青塔,3800
高楼层（6层）,46㎡,1室1厅1卫,青塔芳园,南        ,丰台,整租·青塔芳园1室1厅南,青塔,3600
中楼层（6层）,88㎡,2室1厅1卫,西关路,南 北        ,昌平,整租·西关路2室1厅南/北,西关环岛,3500
中楼层（18层）,42㎡,1室1厅1卫,潘家园东里,南        ,朝阳,整租·潘家园东里1室1厅南,潘家园,4000
高楼层（6层）,58㎡,2室1厅1卫,康静里,南 北        ,朝阳,整租·康静里2室1厅南/北,东坝,4000
高楼层（6层）,67㎡,2室1厅1卫,农光里,东 西        ,朝阳,整租·农光里2室1厅东/西,劲松,5400
高楼层（6层）,61㎡,2室1厅1卫,地壳所,南 北        ,海淀,整租·地壳所2室1厅南/北,安宁庄,4900
高楼层（24层）,45㎡,1室0厅1卫,梵谷水郡,西南        ,朝阳,整租·梵谷水郡1室0厅西南,酒仙桥,5600
高楼层（6层）,49㎡,1室1厅1卫,石榴园南里小区,南        ,丰台,整租·石榴园南里小区1室1厅南,刘家窑,4500
高楼层（6层）,51㎡,1室1厅1卫,定福庄南里3号院,南 北        ,朝阳,整租·定福庄南里3号院1室1厅南/北,定福庄,4000
高楼层（8层）,89㎡,3室1厅1卫,首开缇香郡,南 北        ,通州,整租·首开缇香郡3室1厅南/北,通州其它,2600
高楼层（6层）,76㎡,2室1厅1卫,自来水宿舍楼,南 北        ,昌平,整租·自来水宿舍楼2室1厅南/北,南邵,2900
地下室（6层）,59㎡,2室1厅1卫,新街口西里一区,南 西南        ,西城,整租·新街口西里一区2室1厅南/西南,新街口,6000
高楼层（6层）,70㎡,2室1厅1卫,电建南院,东 西        ,朝阳,整租·电建南院2室1厅东/西,定福庄,4500
低楼层（6层）,67㎡,2室1厅1卫,建欣苑四里,南 北        ,丰台,整租·建欣苑四里2室1厅南/北,大红门,4700
