house_name,directon,xiaoqu,house_price,meters,region,floor,area,zone 
整租·永定路西里2室1厅南/北,南 北        ,永定路西里,4000,60㎡,五棵松,低楼层（6层）,海淀,2室1厅1卫
整租·福盈家园2室1厅南,南        ,福盈家园,5900,74㎡,定福庄,中楼层（20层）,朝阳,2室1厅1卫
整租·伟业嘉园西里1室1厅北,北        ,伟业嘉园西里,1500,40㎡,良乡,地下室（5层）,房山,1室1厅1卫
整租·西辛南区1室1厅南/北,南 北        ,西辛南区,3000,64㎡,顺义城,高楼层（6层）,顺义,1室1厅1卫
整租·北京新天地一期1室1厅北,北        ,北京新天地一期,5300,60㎡,常营,低楼层（28层）,朝阳,1室1厅1卫
整租·清缘东里2室1厅西北,西北        ,清缘东里,5800,60㎡,清河,低楼层（10层）,海淀,2室1厅1卫
整租·盛春坊2室1厅南/北,南 北        ,盛春坊,2500,71㎡,郁花园,低楼层（6层）,大兴,2室1厅1卫
整租·延静里中街2室1厅南/北,南 北        ,延静里中街,5200,57㎡,红庙,高楼层（6层）,朝阳,2室1厅1卫
整租·北大街南里2室1厅南/北,南 北        ,北大街南里,4000,51㎡,北大地,高楼层（6层）,丰台,2室1厅1卫
整租·阳光南里3室1厅南,南        ,阳光南里,5000,69㎡,清河,高楼层（6层）,海淀,3室1厅1卫
整租·建业苑2室1厅东/西,东 西        ,建业苑,5200,75㎡,劲松,中楼层（7层）,朝阳,2室1厅1卫
整租·三里河三区1室1厅东,东        ,三里河三区,4000,36㎡,月坛,地下室（6层）,西城,1室1厅1卫
整租·八角北路11号院2室1厅南/北,南 北        ,八角北路11号院,3500,51㎡,杨庄,地下室（6层）,石景山,2室1厅1卫
整租·蒲黄榆三里1室1厅南,南        ,蒲黄榆三里,3800,33㎡,蒲黄榆,低楼层（6层）,丰台,1室1厅1卫
整租·北环里小区1室1厅西/北,西 北        ,北环里小区,2500,43㎡,鼓楼大街,高楼层（5层）,昌平,1室1厅1卫
整租·富卓苑1室0厅北,北        ,富卓苑,3500,34㎡,马家堡,中楼层（20层）,丰台,1室0厅1卫
整租·造甲街1室1厅东,东        ,造甲街,3500,41㎡,看丹桥,低楼层（6层）,丰台,1室1厅1卫
整租·永泰东里1室1厅西,西        ,永泰东里,4300,49㎡,清河,高楼层（6层）,海淀,1室1厅1卫
整租·富卓苑1室1厅南/北,南 北        ,富卓苑,4500,57㎡,马家堡,高楼层（6层）,丰台,1室1厅1卫
整租·地壳所2室1厅南/北,南 北        ,地壳所,4900,61㎡,安宁庄,高楼层（6层）,海淀,2室1厅1卫
整租·枣园小区2室1厅南/北,南 北        ,枣园小区,3500,69㎡,枣园,低楼层（7层）,大兴,2室1厅1卫
整租·柏林爱乐一期1室1厅东/西,东 西        ,柏林爱乐一期,5000,55㎡,常营,低楼层（11层）,朝阳,1室1厅1卫
整租·新华联家园北区1室0厅北,北        ,新华联家园北区,3500,43㎡,果园,高楼层（12层）,通州,1室0厅1卫
整租·康静里2室1厅南/北,南 北        ,康静里,4000,58㎡,东坝,高楼层（6层）,朝阳,2室1厅1卫
整租·交大东路4号院1室0厅西,西        ,交大东路4号院,3200,15㎡,西直门,低楼层（14层）,海淀,1室0厅1卫
整租·如意园1室1厅南/北,南 北        ,如意园,3200,52㎡,万达,中楼层（6层）,通州,1室1厅1卫
整租·万源南里3室1厅南/北,南 北        ,万源南里,2900,80㎡,旧宫,高楼层（6层）,丰台,3室1厅1卫
整租·梨园东里1室1厅南/北,南 北        ,梨园东里,2800,52㎡,梨园,高楼层（6层）,通州,1室1厅1卫
整租·壹线国际1室0厅南,南        ,壹线国际,5900,45㎡,四惠,高楼层（7层）,朝阳,1室0厅1卫
整租·土星园1室0厅北,北        ,土星园,5600,60㎡,西坝河,低楼层（28层）,朝阳,1室0厅1卫
整租·K2清水湾2室1厅西南,西南        ,K2清水湾,2500,82㎡,潞苑,高楼层（27层）,通州,2室1厅1卫
整租·泰福苑D3区1室1厅南,南        ,泰福苑D3区,5000,60㎡,定福庄,低楼层（18层）,朝阳,1室1厅1卫
整租·塔院小区1室1厅东南,东南        ,塔院小区,5300,42㎡,牡丹园,高楼层（6层）,海淀,1室1厅1卫
整租·永顺南街234号院2室1厅南/北,南 北        ,永顺南街234号院,2500,61㎡,万达,高楼层（6层）,通州,2室1厅1卫
整租·百环花园1室1厅北,北        ,百环花园,5600,61㎡,潘家园,高楼层（28层）,朝阳,1室1厅1卫
整租·红松园小区2室1厅南/北,南 北        ,红松园小区,4000,69㎡,东坝,高楼层（6层）,朝阳,2室1厅1卫
整租·华贸城1室1厅西南,西南        ,华贸城,5700,55㎡,北苑,高楼层（28层）,朝阳,1室1厅1卫
整租·枣营北里1室1厅东,东        ,枣营北里,5000,40㎡,农展馆,高楼层（6层）,朝阳,1室1厅1卫
整租·金顶街四区2室1厅南/北,南 北        ,金顶街四区,4000,47㎡,苹果园,中楼层（6层）,石景山,2室1厅1卫
整租·金荣园2室1厅南/北,南 北        ,金荣园,2900,65㎡,西红门,高楼层（6层）,大兴,2室1厅1卫
整租·青塔芳园2室1厅南/北,南 北        ,青塔芳园,3800,60㎡,青塔,高楼层（6层）,丰台,2室1厅1卫
整租·安宁里南区1室1厅东/西,东 西        ,安宁里南区,4100,48㎡,安宁庄,高楼层（7层）,海淀,1室1厅1卫
整租·芍药居北里1室1厅东,东        ,芍药居北里,5700,45㎡,芍药居,高楼层（7层）,朝阳,1室1厅1卫
整租·南十里居1室1厅南,南        ,南十里居,4500,45㎡,朝阳公园,高楼层（6层）,朝阳,1室1厅1卫
整租·港馨家园东区3室1厅南/北,南 北        ,港馨家园东区,2600,112㎡,顺义城,高楼层（6层）,顺义,3室1厅1卫
整租·至善街4号1室1厅西,西        ,至善街4号,3000,44㎡,和义,低楼层（6层）,丰台,1室1厅1卫
整租·吉祥园2室1厅南/北,南 北        ,吉祥园,3500,74㎡,万达,低楼层（6层）,通州,2室1厅1卫
整租·定福庄南里3号院1室1厅南/北,南 北        ,定福庄南里3号院,4000,51㎡,定福庄,高楼层（6层）,朝阳,1室1厅1卫
整租·北沟沿1室0厅南,南        ,北沟沿,3500,11㎡,东四,低楼层（1层）,东城,1室0厅1卫
整租·金沟河3号院1室1厅南,南        ,金沟河3号院,4500,42㎡,五棵松,高楼层（6层）,海淀,1室1厅1卫
整租·北苑15号院2室1厅南/北,南 北        ,北苑15号院,3500,61㎡,通州北苑,低楼层（6层）,通州,2室1厅1卫
整租·泥洼路5号院2室1厅南,南        ,泥洼路5号院,4500,61㎡,七里庄,高楼层（6层）,丰台,2室1厅1卫
整租·花家地小区1室1厅南,南        ,花家地小区,5500,43㎡,望京,高楼层（6层）,朝阳,1室1厅1卫
整租·定慧西里3室1厅北,北        ,定慧西里,2400,12㎡,定慧寺,中楼层（13层）,海淀,3室1厅1卫
整租·八角路小区1室1厅南,南        ,八角路小区,2600,34㎡,八角,高楼层（5层）,石景山,1室1厅1卫
整租·融科钧廷1室0厅南,南        ,融科钧廷,2500,42㎡,马驹桥,低楼层（20层）,通州,1室0厅1卫
整租·荣丰20081室1厅复式南,南        ,荣丰2008,5400,32㎡,广安门,中楼层（20层）,西城,1室1厅1卫
整租·林大北路6号院1室1厅南,南        ,林大北路6号院,5200,54㎡,学院路,中楼层（6层）,海淀,1室1厅1卫
整租·和平里五区1室1厅西南,西南        ,和平里五区,5300,41㎡,和平里,中楼层（6层）,东城,1室1厅1卫
整租·金隅花石匠2室1厅南,南        ,金隅花石匠,2500,93㎡,临河里,高楼层（10层）,通州,2室1厅1卫
整租·丰西北里2室1厅南/北,南 北        ,丰西北里,2700,59㎡,五里店,高楼层（6层）,丰台,2室1厅1卫
整租·惠民家园2室1厅南,南        ,惠民家园,2400,63㎡,大峪,高楼层（21层）,门头沟,2室1厅1卫
整租·御景春天1室1厅南,南        ,御景春天,4000,48㎡,科技园区,低楼层（21层）,丰台,1室1厅1卫
整租·领秀翡翠墅5室2厅南/北,南 北        ,领秀翡翠墅,3000,177㎡,丰台其它,高楼层（5层）,丰台,5室2厅3卫
整租·安贞里2室1厅北,北        ,安贞里,6000,60㎡,安贞,中楼层（7层）,朝阳,2室1厅1卫
整租·北京青年城1室0厅北,北        ,北京青年城,4200,33㎡,北苑,高楼层（10层）,朝阳,1室0厅1卫
整租·首开熙悦睿府书香1室0厅南,南        ,首开熙悦睿府书香,2500,48㎡,良乡,中楼层（16层）,房山,1室0厅1卫
整租·水屯家园2室1厅南/北,南 北        ,水屯家园,2200,91㎡,西关环岛,地下室（4层）,昌平,2室1厅1卫
整租·凯盛家园1室1厅南,南        ,凯盛家园,3800,60㎡,海淀北部新区,低楼层（15层）,海淀,1室1厅1卫
整租·酒仙桥八街坊1室1厅南,南        ,酒仙桥八街坊,5000,40㎡,酒仙桥,中楼层（6层）,朝阳,1室1厅1卫
整租·南苑西路56号院2室1厅南,南        ,南苑西路56号院,4600,53㎡,新宫,低楼层（6层）,丰台,2室1厅1卫
整租·电建南院2室1厅东/西,东 西        ,电建南院,4500,70㎡,定福庄,高楼层（6层）,朝阳,2室1厅1卫
整租·香悦四季1室0厅北,北        ,香悦四季,2200,33㎡,马坡,高楼层（17层）,顺义,1室0厅1卫
整租·荣丰20081室1厅南,南        ,荣丰2008,4200,34㎡,广安门,中楼层（26层）,西城,1室1厅1卫
整租·潘家园东里2室1厅南/北,南 北        ,潘家园东里,6100,66㎡,潘家园,中楼层（6层）,朝阳,2室1厅1卫
整租·紫竹院南路14号院1室1厅南,南        ,紫竹院南路14号院,5500,45㎡,紫竹桥,中楼层（5层）,海淀,1室1厅1卫
整租·东一时区2室1厅东北,东北        ,东一时区,4800,86㎡,双桥,中楼层（22层）,朝阳,2室1厅1卫
整租·南平里2室1厅南/北,南 北        ,南平里,3800,59㎡,首都机场,高楼层（6层）,朝阳,2室1厅1卫
整租·景泰东里1室1厅西,西        ,景泰东里,4300,52㎡,蒲黄榆,高楼层（6层）,东城,1室1厅1卫
整租·高碑店村5号院2室1厅南/北,南 北        ,高碑店村5号院,5100,60㎡,高碑店,高楼层（6层）,朝阳,2室1厅1卫
整租·北街家园八区1室0厅西,西        ,北街家园八区,2500,71㎡,沙河,低楼层（18层）,昌平,1室0厅1卫
整租·安装宿舍1室1厅南,南        ,安装宿舍,4800,43㎡,定慧寺,高楼层（16层）,海淀,1室1厅1卫
整租·众美MIMO公馆2房间北,北        ,众美MIMO公馆,1700,30㎡,天宫院南,高楼层（5层）,大兴,2房间1卫
整租·康顺园1室1厅南/北,南 北        ,康顺园,3000,60㎡,高米店南,高楼层（6层）,大兴,1室1厅1卫
整租·永乐东区1室1厅西南,西南        ,永乐东区,3800,47㎡,鲁谷,高楼层（20层）,石景山,1室1厅1卫
整租·太平桥东里1室1厅南,南        ,太平桥东里,4600,40㎡,太平桥,高楼层（6层）,丰台,1室1厅1卫
整租·天宁寺前街北里3室1厅南/北,南 北        ,天宁寺前街北里,6000,82㎡,天宁寺,高楼层（5层）,西城,3室1厅1卫
整租·设计师广场1室0厅西北,西北        ,设计师广场,3700,38㎡,科技园区,中楼层（23层）,丰台,1室0厅1卫
整租·新村一里1室1厅南,南        ,新村一里,3500,45㎡,玉泉营,中楼层（6层）,丰台,1室1厅1卫
整租·10AM新坐标1室1厅北,北        ,10AM新坐标,5500,56㎡,方庄,低楼层（30层）,朝阳,1室1厅1卫
整租·化肥厂家属楼2室1厅南/北,南 北        ,化肥厂家属楼,1500,60㎡,顺义城,低楼层（4层）,顺义,2室1厅1卫
整租·望园西里2室1厅东/西,东 西        ,望园西里,4100,58㎡,七里庄,中楼层（6层）,丰台,2室1厅1卫
整租·幸福东区1室1厅南/北,南 北        ,幸福东区,2800,42㎡,顺义城,低楼层（6层）,顺义,1室1厅1卫
整租·五街满井胡同2室1厅南/北,南 北        ,五街满井胡同,2900,59㎡,鼓楼大街,低楼层（6层）,昌平,2室1厅1卫
整租·松榆里2室1厅南/北,南 北        ,松榆里,5600,52㎡,潘家园,高楼层（6层）,朝阳,2室1厅1卫
整租·东泽园1室1厅东,东        ,东泽园,4200,60㎡,东坝,低楼层（20层）,朝阳,1室1厅1卫
整租·温泉花园B区2室1厅南/北,南 北        ,温泉花园B区,3300,88㎡,北七家,高楼层（6层）,昌平,2室1厅1卫
整租·鸭子桥43号院1室1厅南,南        ,鸭子桥43号院,3600,36㎡,菜户营,高楼层（6层）,西城,1室1厅1卫
整租·双合家园1室1厅南,南        ,双合家园,4300,55㎡,垡头,低楼层（22层）,朝阳,1室1厅1卫
整租·八角路小区2室1厅南/北,南 北        ,八角路小区,3200,33㎡,八角,高楼层（5层）,石景山,2室1厅1卫
整租·国瑞熙墅2室1厅西,西        ,国瑞熙墅,3200,75㎡,北七家,高楼层（14层）,昌平,2室1厅1卫
整租·高杨树北里2室1厅南/北,南 北        ,高杨树北里,4000,56㎡,东坝,中楼层（5层）,朝阳,2室1厅1卫
整租·铁路宿舍1室1厅南/北,南 北        ,铁路宿舍,3300,62㎡,通州北苑,高楼层（6层）,通州,1室1厅1卫
整租·新桥南大街1室1厅南,南        ,新桥南大街,2300,42㎡,滨河西区,高楼层（6层）,门头沟,1室1厅1卫
整租·车站路6号院2室1厅南/北,南 北        ,车站路6号院,5000,49㎡,陶然亭,低楼层（6层）,东城,2室1厅1卫
整租·贵园北里戊区2室1厅南/北,南 北        ,贵园北里戊区,3600,59㎡,亦庄,高楼层（6层）,亦庄开发区,2室1厅1卫
整租·盆儿胡同62号院1室1厅南,南        ,盆儿胡同62号院,5000,49㎡,牛街,中楼层（16层）,西城,1室1厅1卫
整租·定福庄西街2室1厅南/北,南 北        ,定福庄西街,4300,60㎡,定福庄,高楼层（6层）,朝阳,2室1厅1卫
整租·久居雅园1室1厅南,南        ,久居雅园,3200,74㎡,临河里,中楼层（12层）,通州,1室1厅1卫
整租·葛布店东里2室1厅南/北,南 北        ,葛布店东里,3500,65㎡,果园,中楼层（6层）,通州,2室1厅1卫
整租·定福庄西街1室1厅东,东        ,定福庄西街,4100,50㎡,定福庄,低楼层（18层）,朝阳,1室1厅1卫
整租·石榴园北里小区1室1厅南/北,南 北        ,石榴园北里小区,4300,51㎡,刘家窑,低楼层（6层）,丰台,1室1厅1卫
整租·马坡花园一区1室1厅南/北,南 北        ,马坡花园一区,2300,50㎡,马坡,高楼层（6层）,顺义,1室1厅1卫
整租·新村二里2室1厅南,南        ,新村二里,4000,50㎡,玉泉营,中楼层（6层）,丰台,2室1厅1卫
整租·十里堡1室1厅东/西,东 西        ,十里堡,4800,48㎡,十里堡,高楼层（6层）,朝阳,1室1厅1卫
整租·民旺园2室1厅东/西,东 西        ,民旺园,5500,41㎡,和平里,高楼层（5层）,东城,2室1厅1卫
整租·玉泉路16号院1室1厅东,东        ,玉泉路16号院,4400,58㎡,玉泉路,低楼层（5层）,海淀,1室1厅1卫
整租·南庭新苑北区2室1厅东/北,东 北        ,南庭新苑北区,4400,59㎡,新宫,低楼层（16层）,丰台,2室1厅1卫
整租·万源南里1室1厅南,南        ,万源南里,3100,54㎡,旧宫,高楼层（6层）,丰台,1室1厅1卫
整租·垡头西里一区1室1厅南,南        ,垡头西里一区,3500,38㎡,垡头,高楼层（6层）,朝阳,1室1厅1卫
整租·三虎桥2室1厅南/北,南 北        ,三虎桥,5500,50㎡,紫竹桥,低楼层（6层）,海淀,2室1厅1卫
整租·燕清源1室1厅南,南        ,燕清源,4900,42㎡,清河,低楼层（28层）,海淀,1室1厅1卫
整租·福怡苑1室1厅西,西        ,福怡苑,4000,38㎡,定福庄,高楼层（7层）,朝阳,1室1厅1卫
整租·古城南路1室0厅东,东        ,古城南路,2200,15㎡,古城,高楼层（5层）,石景山,1室0厅1卫
整租·西关路2室1厅南/北,南 北        ,西关路,3500,88㎡,西关环岛,中楼层（6层）,昌平,2室1厅1卫
整租·芳群园四区2室1厅西,西        ,芳群园四区,4600,62㎡,方庄,中楼层（12层）,丰台,2室1厅1卫
整租·黄村西里2室1厅南/北,南 北        ,黄村西里,3100,66㎡,黄村中,高楼层（6层）,大兴,2室1厅1卫
整租·光熙门北里2室1厅南,南        ,光熙门北里,6000,59㎡,西坝河,高楼层（16层）,朝阳,2室1厅1卫
整租·苏园小区2室2厅南/北,南 北        ,苏园小区,2700,90㎡,良乡,高楼层（6层）,房山,2室2厅1卫
整租·管庄西里2室1厅南/北,南 北        ,管庄西里,5100,65㎡,管庄,高楼层（6层）,朝阳,2室1厅1卫
整租·炫特嘉园一期1室0厅西,西        ,炫特嘉园一期,4300,37㎡,石佛营,低楼层（28层）,朝阳,1室0厅1卫
整租·温泉东里2室1厅南/北,南 北        ,温泉东里,5000,96㎡,双桥,中楼层（7层）,朝阳,2室1厅1卫
整租·农光里2室1厅东/西,东 西        ,农光里,5400,67㎡,劲松,高楼层（6层）,朝阳,2室1厅1卫
整租·横七条1室1厅东/西,东 西        ,横七条,3600,45㎡,刘家窑,地下室（6层）,丰台,1室1厅1卫
整租·石榴园北里小区1室1厅南,南        ,石榴园北里小区,4600,51㎡,刘家窑,高楼层（18层）,丰台,1室1厅1卫
整租·海特花园小区2室1厅东,东        ,海特花园小区,4200,60㎡,苹果园,低楼层（18层）,石景山,2室1厅1卫
整租·北街家园六区1室0厅西,西        ,北街家园六区,2400,29㎡,沙河,中楼层（18层）,昌平,1室0厅1卫
整租·静安东里2室1厅南,南        ,静安东里,6000,60㎡,国展,高楼层（6层）,朝阳,2室1厅1卫
整租·德宝新园2室1厅东/西,东 西        ,德宝新园,5000,59㎡,西直门,高楼层（6层）,西城,2室1厅1卫
整租·南厂北区1室1厅南,南        ,南厂北区,2000,34㎡,南口,低楼层（5层）,昌平,1室1厅1卫
整租·世华龙樾1室1厅南,南        ,世华龙樾,5800,52㎡,清河,高楼层（17层）,海淀,1室1厅1卫
整租·丰西北里2室1厅南/北,南 北        ,丰西北里,2900,59㎡,五里店,高楼层（6层）,丰台,2室1厅1卫
整租·青年湖东里1室1厅南/北,南 北        ,青年湖东里,4500,62㎡,安定门,地下室（6层）,东城,1室1厅1卫
整租·朝阳旺角1室1厅南/北,南 北        ,朝阳旺角,5000,101㎡,双桥,低楼层（6层）,朝阳,1室1厅1卫
整租·和义东里二区1室1厅南/北,南 北        ,和义东里二区,3000,41㎡,和义,高楼层（6层）,丰台,1室1厅1卫
整租·大成国际1室0厅西,西        ,大成国际,5500,36㎡,百子湾,低楼层（21层）,朝阳,1室0厅1卫
整租·社会福利院家属楼2室1厅西/北,西 北        ,社会福利院家属楼,5000,55㎡,清河,高楼层（6层）,海淀,2室1厅1卫
整租·西革新里110号院1室1厅东,东        ,西革新里110号院,4000,45㎡,永定门,高楼层（6层）,东城,1室1厅1卫
整租·九洲溪雅苑二区1室1厅东南,东南        ,九洲溪雅苑二区,2600,73㎡,长阳,低楼层（15层）,房山,1室1厅1卫
整租·炫特嘉园一期1室1厅东,东        ,炫特嘉园一期,6100,58㎡,石佛营,中楼层（18层）,朝阳,1室1厅1卫
整租·CBD传奇1室0厅南,南        ,CBD传奇,5800,39㎡,大望路,中楼层（21层）,朝阳,1室0厅1卫
整租·铁西小区1室1厅北,北        ,铁西小区,4700,43㎡,军博,高楼层（6层）,海淀,1室1厅1卫
整租·宏福园1室1厅南,南        ,宏福园,3400,56㎡,西红门,高楼层（6层）,大兴,1室1厅1卫
整租·奥北南区2房间南,南        ,奥北南区,3800,24㎡,立水桥,低楼层（27层）,昌平,2房间0卫
整租·小营东路5号院1室1厅北,北        ,小营东路5号院,4400,42㎡,清河,低楼层（4层）,海淀,1室1厅1卫
整租·华威西里1室1厅南,南        ,华威西里,4600,43㎡,潘家园,高楼层（18层）,朝阳,1室1厅1卫
整租·果园225号旁门2室1厅南/北,南 北        ,果园225号旁门,3500,58㎡,果园,低楼层（6层）,通州,2室1厅1卫
整租·西仓门胡同1室0厅东,东        ,西仓门胡同,3500,15㎡,东四,低楼层（1层）,东城,1室0厅1卫
整租·林海园2室1厅南/北,南 北        ,林海园,2300,79㎡,观音寺,地下室（6层）,大兴,2室1厅1卫
整租·青塔芳园1室1厅南,南        ,青塔芳园,3600,46㎡,青塔,高楼层（6层）,丰台,1室1厅1卫
整租·柏林爱乐二期1室1厅西北,西北        ,柏林爱乐二期,5800,59㎡,常营,低楼层（24层）,朝阳,1室1厅1卫
整租·安华里社区1室1厅南,南        ,安华里社区,4900,37㎡,安贞,中楼层（6层）,朝阳,1室1厅1卫
整租·福怡苑1室1厅南,南        ,福怡苑,3500,50㎡,定福庄,高楼层（7层）,朝阳,1室1厅1卫
整租·DBC加州小镇1室0厅南,南        ,DBC加州小镇,3200,43㎡,临河里,中楼层（11层）,通州,1室0厅1卫
整租·上东上层2室1厅南,南        ,上东上层,5400,82㎡,东坝,低楼层（12层）,朝阳,2室1厅1卫
整租·平乐园小区1室1厅南/北,南 北        ,平乐园小区,4800,47㎡,北工大,高楼层（6层）,朝阳,1室1厅1卫
整租·东高地2室1厅南,南        ,东高地,3400,60㎡,和义,中楼层（3层）,丰台,2室1厅1卫
整租·高井1室1厅南,南        ,高井,2500,36㎡,石景山其它,高楼层（5层）,石景山,1室1厅1卫
整租·铁建大院2室1厅南/北,南 北        ,铁建大院,5200,60㎡,玉泉路,低楼层（5层）,海淀,2室1厅1卫
整租·稻香园甲1室0厅南,南        ,稻香园甲,3200,10㎡,苏州桥,低楼层（6层）,海淀,1室0厅1卫
整租·中国铁建兴盛嘉苑1室1厅南,南        ,中国铁建兴盛嘉苑,3500,54㎡,瀛海,高楼层（18层）,大兴,1室1厅1卫
整租·京泉馨苑2室1厅南/北,南 北        ,京泉馨苑,4000,95㎡,西山,地下室（5层）,海淀,2室1厅1卫
整租·美丽西园1室1厅南,南        ,美丽西园,5500,63㎡,四季青,中楼层（9层）,海淀,1室1厅1卫
整租·广安﹒康馨家园1室0厅南,南        ,广安﹒康馨家园,2099,8㎡,青塔,中楼层（33层）,丰台,1室0厅1卫
整租·荣丰20081室0厅南,南        ,荣丰2008,3600,24㎡,广安门,中楼层（26层）,西城,1室0厅1卫
整租·清上园1室1厅西北,西北        ,清上园,5300,58㎡,安宁庄,高楼层（19层）,海淀,1室1厅1卫
整租·南平里1室1厅南,南        ,南平里,2500,40㎡,首都机场,高楼层（6层）,朝阳,1室1厅1卫
整租·青年公寓1室1厅南/北,南 北        ,青年公寓,3600,45㎡,苹果园,中楼层（14层）,石景山,1室1厅1卫
整租·张郭庄小区2室1厅南/北,南 北        ,张郭庄小区,2500,59㎡,丰台其它,高楼层（6层）,丰台,2室1厅1卫
整租·六里桥北里1室1厅东,东        ,六里桥北里,4500,36㎡,六里桥,中楼层（6层）,丰台,1室1厅1卫
整租·南太平庄北巷2室1厅南/北,南 北        ,南太平庄北巷,5000,92㎡,高碑店,高楼层（6层）,朝阳,2室1厅1卫
整租·大红门东门里2室1厅南/北,南 北        ,大红门东门里,4600,55㎡,大红门,中楼层（6层）,丰台,2室1厅1卫
整租·北欧印象1室0厅东,东        ,北欧印象,3800,29㎡,马连道,中楼层（28层）,西城,1室0厅1卫
整租·草桥矿冶小区1室1厅南,南        ,草桥矿冶小区,4000,60㎡,草桥,中楼层（19层）,丰台,1室1厅1卫
整租·远洋一方润园6号院1室1厅南,南        ,远洋一方润园6号院,4700,57㎡,双桥,高楼层（18层）,朝阳,1室1厅1卫
整租·加州水郡四期1室1厅西北,西北        ,加州水郡四期,2500,59㎡,长阳,中楼层（11层）,房山,1室1厅1卫
整租·新华街一里2室1厅南/北,南 北        ,新华街一里,4200,54㎡,看丹桥,低楼层（6层）,丰台,2室1厅1卫
整租·观音景园二期1室1厅南,南        ,观音景园二期,4200,58㎡,百子湾,高楼层（6层）,朝阳,1室1厅1卫
整租·古城西路2室1厅东/西,东 西        ,古城西路,3000,61㎡,古城,低楼层（6层）,石景山,2室1厅1卫
整租·水色时光五区2室2厅南/北,南 北        ,水色时光五区,2800,106㎡,顺义其它,低楼层（11层）,顺义,2室2厅1卫
整租·一品嘉园2室1厅复式南/北,南 北        ,一品嘉园,3300,82㎡,天宫院南,高楼层（6层）,大兴,2室1厅1卫
整租·加州水郡三期1室1厅东北,东北        ,加州水郡三期,2600,58㎡,长阳,低楼层（11层）,房山,1室1厅1卫
整租·动物园宿舍1室1厅南,南        ,动物园宿舍,5300,41㎡,白石桥,高楼层（6层）,海淀,1室1厅1卫
整租·桃花岛2室2厅南/北,南 北        ,桃花岛,3300,68㎡,梨园,高楼层（6层）,通州,2室2厅1卫
整租·黄村西里2室1厅南,南        ,黄村西里,3500,56㎡,黄村中,高楼层（5层）,大兴,2室1厅1卫
整租·柏林爱乐四期2室1厅南/北,南 北        ,柏林爱乐四期,6000,94㎡,常营,低楼层（15层）,朝阳,2室1厅1卫
整租·定安里2室1厅南,南        ,定安里,4500,53㎡,永定门,低楼层（6层）,东城,2室1厅1卫
整租·林校北里2室1厅南/北,南 北        ,林校北里,3000,61㎡,黄村火车站,中楼层（6层）,大兴,2室1厅1卫
整租·万源南里2室1厅东/西,东 西        ,万源南里,3200,60㎡,旧宫,低楼层（6层）,丰台,2室1厅1卫
整租·永定路70号院2室1厅东/南,东 南        ,永定路70号院,5000,60㎡,五棵松,低楼层（6层）,海淀,2室1厅1卫
整租·新兴家园1室1厅南,南        ,新兴家园,2500,71㎡,大兴其它,中楼层（10层）,大兴,1室1厅1卫
整租·葛布店东里2室1厅南/北,南 北        ,葛布店东里,3500,89㎡,果园,中楼层（6层）,通州,2室1厅1卫
整租·青塔秀园1室1厅南,南        ,青塔秀园,3800,46㎡,青塔,中楼层（6层）,丰台,1室1厅1卫
整租·永泰东里2室1厅南/北,南 北        ,永泰东里,5500,60㎡,清河,高楼层（6层）,海淀,2室1厅1卫
整租·定福庄西街2室1厅南/北,南 北        ,定福庄西街,5600,77㎡,定福庄,中楼层（18层）,朝阳,2室1厅1卫
整租·天泰苑A8区2室1厅南/北,南 北        ,天泰苑A8区,6000,89㎡,定福庄,中楼层（11层）,朝阳,2室1厅1卫
整租·建材城东二里2室1厅南/北,南 北        ,建材城东二里,4500,67㎡,西三旗,高楼层（6层）,海淀,2室1厅1卫
整租·北京新天地五期1室1厅西,西        ,北京新天地五期,5200,62㎡,常营,低楼层（27层）,朝阳,1室1厅1卫
整租·甘露园南里2室1厅南/北,南 北        ,甘露园南里,6000,63㎡,甘露园,高楼层（6层）,朝阳,2室1厅1卫
整租·定福庄西街2室1厅南/北,南 北        ,定福庄西街,4500,56㎡,定福庄,低楼层（5层）,朝阳,2室1厅1卫
整租·艺苑西里2室1厅南/北,南 北        ,艺苑西里,3500,81㎡,果园,中楼层（6层）,通州,2室1厅1卫
整租·民园小区2室1厅南/北,南 北        ,民园小区,3800,69㎡,沙河,低楼层（6层）,昌平,2室1厅1卫
整租·珠江逸景2室1厅西,西        ,珠江逸景,3500,87㎡,马驹桥,高楼层（14层）,通州,2室1厅1卫
整租·北花园小区1室0厅南,南        ,北花园小区,4200,52㎡,双桥,高楼层（29层）,朝阳,1室0厅1卫
整租·恒华安纳湖2室1厅南/北,南 北        ,恒华安纳湖,3100,88㎡,马坡,低楼层（16层）,顺义,2室1厅1卫
整租·树村丽景苑1室0厅西,西        ,树村丽景苑,5100,44㎡,马连洼,中楼层（10层）,海淀,1室0厅1卫
整租·向军南里1室1厅西北,西北        ,向军南里,5500,42㎡,东大桥,中楼层（25层）,朝阳,1室1厅1卫
整租·八里庄东里2室1厅南/北,南 北        ,八里庄东里,5500,62㎡,四惠,低楼层（6层）,朝阳,2室1厅1卫
整租·锦华园1室1厅南/北,南 北        ,锦华园,3200,68㎡,黄村火车站,高楼层（6层）,大兴,1室1厅1卫
整租·东四八条1室1厅东,东        ,东四八条,6000,33㎡,东四,低楼层（1层）,东城,1室1厅1卫
